TimeStamp	POS_X	POS_Y	POS_Z
1574813989	-35.363261	149.1652299	584.09
1575013909	-35.363261	149.1652299	584.09
1575213829	-35.363261	149.1652299	584.09
1575413749	-35.363261	149.1652299	584.09
1575613669	-35.363261	149.1652299	584.09
1575813589	-35.363261	149.1652299	584.09
1576013509	-35.363261	149.1652299	584.09
1576213429	-35.363261	149.1652299	584.09
1576413349	-35.363261	149.1652299	584.09
1576613269	-35.363261	149.1652299	584.09
1576813189	-35.363261	149.1652299	584.09
1577013942	-35.363261	149.1652299	584.09
1577213862	-35.363261	149.1652299	584.09
1577413782	-35.363261	149.1652299	584.09
1577613702	-35.363261	149.1652299	584.09
1577813622	-35.363261	149.1652299	584.09
1578013542	-35.363261	149.1652299	584.09
1578213462	-35.363261	149.1652299	584.09
1578413382	-35.363261	149.1652299	584.09
1578613302	-35.363261	149.1652299	584.09
1578813222	-35.363261	149.1652299	584.09
1579013975	-35.363261	149.1652299	584.09
1579213895	-35.363261	149.1652299	584.09
1579413815	-35.363261	149.1652299	584.09
1579613735	-35.363261	149.1652299	584.09
1579813655	-35.363261	149.1652299	584.09
1580013575	-35.363261	149.1652299	584.09
1580213495	-35.363261	149.1652299	584.09
1580413415	-35.363261	149.1652299	584.09
1580613335	-35.363261	149.1652299	584.09
1580813255	-35.363261	149.1652299	584.09
1581013175	-35.363261	149.1652299	584.09
1581213928	-35.363261	149.1652299	584.09
1581413848	-35.363261	149.1652299	584.09
1581613768	-35.363261	149.1652299	584.09
1581813688	-35.363261	149.1652299	584.09
1582013608	-35.363261	149.1652299	584.09
1582213528	-35.363261	149.1652299	584.09
1582413448	-35.363261	149.1652299	584.09
1582613368	-35.363261	149.1652299	584.09
1582813288	-35.363261	149.1652299	584.09
1583013208	-35.363261	149.1652299	584.09
1583213961	-35.363261	149.1652299	584.09
1583413881	-35.363261	149.1652299	584.09
1583613801	-35.363261	149.1652299	584.09
1583813721	-35.363261	149.1652299	584.09
1584013641	-35.363261	149.1652299	584.09
1584213561	-35.363261	149.1652299	584.09
1584413481	-35.363261	149.1652299	584.09
1584613401	-35.363261	149.1652299	584.09
1584813321	-35.363261	149.1652299	584.09
1585013241	-35.363261	149.1652299	584.09
1585213161	-35.363261	149.1652299	584.09
1585413914	-35.363261	149.1652299	584.09
1585613834	-35.363261	149.1652299	584.09
1585813754	-35.363261	149.1652299	584.09
1586013674	-35.363261	149.1652299	584.09
1586213594	-35.363261	149.1652299	584.09
1586413514	-35.363261	149.1652299	584.09
1586613434	-35.363261	149.1652299	584.09
1586813354	-35.363261	149.1652299	584.09
1587013274	-35.363261	149.1652299	584.09
1587213194	-35.363261	149.1652299	584.09
1587413947	-35.363261	149.1652299	584.09
1587613867	-35.363261	149.1652299	584.09
1587813787	-35.363261	149.1652299	584.09
1588013707	-35.363261	149.1652299	584.09
1588213627	-35.363261	149.1652299	584.09
1588413547	-35.363261	149.1652299	584.09
1588613467	-35.363261	149.1652299	584.09
1588813387	-35.363261	149.1652299	584.09
1589013307	-35.363261	149.1652299	584.09
1589213227	-35.363261	149.1652299	584.09
1589413980	-35.363261	149.1652299	584.09
1589613900	-35.363261	149.1652299	584.09
1589813820	-35.363261	149.1652299	584.09
1590013740	-35.363261	149.1652299	584.09
1590213660	-35.363261	149.1652299	584.09
1590413580	-35.363261	149.1652299	584.09
1590613500	-35.363261	149.1652299	584.09
1590813420	-35.363261	149.1652299	584.09
1591013340	-35.363261	149.1652299	584.09
1591213260	-35.363261	149.1652299	584.09
1591413180	-35.363261	149.1652299	584.09
1591613933	-35.363261	149.1652299	584.09
1591813853	-35.363261	149.1652299	584.09
1592013773	-35.363261	149.1652299	584.09
1592213693	-35.363261	149.1652299	584.09
1592413613	-35.363261	149.1652299	584.09
1592613533	-35.363261	149.1652299	584.09
1592813453	-35.363261	149.1652299	584.09
1593013373	-35.363261	149.1652299	584.09
1593213293	-35.363261	149.1652299	584.09
1593413213	-35.363261	149.1652299	584.09
1593613966	-35.363261	149.1652299	584.09
1593813886	-35.363261	149.1652299	584.09
1594013806	-35.363261	149.1652299	584.09
1594213726	-35.363261	149.1652299	584.09
1594413646	-35.363261	149.1652299	584.09
1594613566	-35.363261	149.1652299	584.09
1594813486	-35.363261	149.1652299	584.09
1595013406	-35.363261	149.1652299	584.09
1595213326	-35.363261	149.1652299	584.09
1595413246	-35.363261	149.1652299	584.09
1595613166	-35.363261	149.1652299	584.09
1595813919	-35.363261	149.1652299	584.09
1596013839	-35.363261	149.1652299	584.09
1596213759	-35.363261	149.1652299	584.09
1596413679	-35.363261	149.1652299	584.09
1596613599	-35.363261	149.1652299	584.09
1596813519	-35.363261	149.1652299	584.09
1597013439	-35.363261	149.1652299	584.09
1597213359	-35.363261	149.1652299	584.09
1597413279	-35.363261	149.1652299	584.09
1597613199	-35.363261	149.1652299	584.09
1597813952	-35.363261	149.1652299	584.09
1598013872	-35.363261	149.1652299	584.09
1598213792	-35.363261	149.1652299	584.09
1598413712	-35.363261	149.1652299	584.09
1598613632	-35.363261	149.1652299	584.09
1598813552	-35.363261	149.1652299	584.09
1599013472	-35.363261	149.1652299	584.09
1599213392	-35.363261	149.1652299	584.09
1599413312	-35.363261	149.1652299	584.09
1599613232	-35.363261	149.1652299	584.09
1599813985	-35.363261	149.1652299	584.09
1600013905	-35.363261	149.1652299	584.09
1600213825	-35.363261	149.1652299	584.09
1600413745	-35.363261	149.1652299	584.09
1600613665	-35.363261	149.1652299	584.09
1600813585	-35.363261	149.1652299	584.09
1601013505	-35.363261	149.1652299	584.09
1601213425	-35.363261	149.1652299	584.09
1601413345	-35.363261	149.1652299	584.09
1601613265	-35.363261	149.1652299	584.09
1601813185	-35.363261	149.1652299	584.09
1602013938	-35.363261	149.1652299	584.09
1602213858	-35.363261	149.1652299	584.09
1602413778	-35.363261	149.1652299	584.09
1602613698	-35.363261	149.1652299	584.09
1602813618	-35.363261	149.1652299	584.09
1603013538	-35.363261	149.1652299	584.09
1603213458	-35.363261	149.1652299	584.09
1603413378	-35.363261	149.1652299	584.09
1603613298	-35.363261	149.1652299	584.09
1603813218	-35.363261	149.1652299	584.09
1604013971	-35.363261	149.1652299	584.09
1604213891	-35.363261	149.1652299	584.09
1604413811	-35.363261	149.1652299	584.1
1604613731	-35.363261	149.1652299	584.15
1604813651	-35.363261	149.1652299	584.27
1605013571	-35.363261	149.1652299	584.52
1605213491	-35.363261	149.1652299	584.82
1605413411	-35.363261	149.1652299	585.1
1605613331	-35.363261	149.1652299	585.44
1605813251	-35.3632609	149.1652298	585.78
1606013171	-35.3632609	149.1652298	586.16
1606213924	-35.3632609	149.1652298	586.53
1606413844	-35.3632607	149.1652298	586.9
1606613764	-35.3632607	149.1652298	587.26
1606813684	-35.3632607	149.1652297	587.58
1607013604	-35.3632607	149.1652297	587.86
1607213524	-35.3632607	149.1652297	588.1
1607413444	-35.3632607	149.1652297	588.29
1607613364	-35.3632607	149.1652297	588.44
1607813284	-35.3632607	149.1652297	588.54
1608013204	-35.3632607	149.1652297	588.63
1608213957	-35.3632607	149.1652297	588.67
1608413877	-35.3632607	149.1652297	588.72
1608613797	-35.3632607	149.1652297	588.76
1608813717	-35.3632607	149.1652297	588.78
1609013637	-35.3632607	149.1652297	588.79
1609213557	-35.3632607	149.1652297	588.82
1609413477	-35.3632607	149.1652297	588.83
1609613397	-35.3632607	149.1652297	588.84
1609813317	-35.3632607	149.1652297	588.84
1610013237	-35.3632607	149.1652297	588.84
1610213990	-35.3632607	149.1652297	588.84
1610413910	-35.3632607	149.1652297	588.85
1610613830	-35.3632607	149.1652297	588.85
1610813750	-35.3632607	149.1652297	588.85
1611013670	-35.3632607	149.1652297	588.85
1611213590	-35.3632607	149.1652297	588.85
1611413510	-35.3632607	149.1652297	588.85
1611613430	-35.3632607	149.1652297	588.85
1611813350	-35.3632607	149.1652297	588.85
1612013270	-35.3632607	149.1652298	588.85
1612213190	-35.3632607	149.1652298	588.85
1612413943	-35.3632609	149.1652298	588.85
1612613863	-35.3632609	149.1652298	588.85
1612813783	-35.3632609	149.1652298	588.85
1613013703	-35.3632609	149.1652298	588.85
1613213623	-35.3632609	149.1652298	588.85
1613413543	-35.3632609	149.1652298	588.85
1613613463	-35.3632609	149.1652298	588.85
1613813383	-35.3632609	149.1652298	588.85
1614013303	-35.3632609	149.1652298	588.85
1614213223	-35.3632609	149.1652298	588.85
1614413976	-35.3632609	149.1652298	588.84
1614613896	-35.3632609	149.1652298	588.84
1614813816	-35.3632609	149.1652298	588.84
1615013736	-35.3632609	149.1652298	588.84
1615213656	-35.3632609	149.1652298	588.84
1615413576	-35.3632607	149.1652298	588.85
1615613496	-35.3632606	149.1652297	588.86
1615813416	-35.3632603	149.1652296	588.88
1616013336	-35.3632597	149.1652293	588.9
1616213256	-35.3632587	149.1652289	588.92
1616413176	-35.3632575	149.1652284	588.96
1616613929	-35.3632559	149.1652277	589.01
1616813849	-35.363254	149.1652268	589.05
1617013769	-35.3632519	149.1652259	589.11
1617213689	-35.3632494	149.1652248	589.19
1617413609	-35.3632465	149.1652234	589.27
1617613529	-35.3632434	149.165222	589.34
1617813449	-35.36324	149.1652205	589.46
1618013369	-35.3632362	149.1652187	589.57
1618213289	-35.3632321	149.1652171	589.69
1618413209	-35.3632277	149.1652152	589.82
1618613962	-35.3632233	149.1652131	589.94
1618813882	-35.3632185	149.1652111	590.07
1619013802	-35.3632138	149.1652091	590.17
1619213722	-35.363209	149.1652071	590.28
1619413642	-35.3632044	149.1652052	590.38
1619613562	-35.3631998	149.1652031	590.46
1619813482	-35.3631954	149.1652013	590.53
1620013402	-35.3631913	149.1651994	590.59
1620213322	-35.3631875	149.1651977	590.63
1620413242	-35.363184	149.1651962	590.65
1620613162	-35.363181	149.1651949	590.69
1620813915	-35.3631786	149.1651939	590.7
1621013835	-35.3631767	149.165193	590.71
1621213755	-35.3631753	149.1651924	590.72
1621413675	-35.3631746	149.165192	590.73
1621613595	-35.3631741	149.1651918	590.73
1621813515	-35.363174	149.1651918	590.75
1622013435	-35.3631741	149.1651918	590.75
1622213355	-35.3631744	149.1651919	590.75
1622413275	-35.3631749	149.1651922	590.76
1622613195	-35.3631754	149.1651923	590.76
1622813948	-35.3631759	149.1651927	590.76
1623013868	-35.3631765	149.1651928	590.76
1623213788	-35.3631768	149.165193	590.76
1623413708	-35.3631772	149.1651932	590.76
1623613628	-35.3631774	149.1651932	590.76
1623813548	-35.3631777	149.1651933	590.76
1624013468	-35.3631777	149.1651933	590.76
1624213388	-35.3631777	149.1651933	590.76
1624413308	-35.3631776	149.1651933	590.76
1624613228	-35.3631773	149.1651932	590.76
1624813981	-35.3631771	149.1651932	590.76
1625013901	-35.363177	149.165193	590.76
1625213821	-35.3631766	149.1651929	590.76
1625413741	-35.3631765	149.1651928	590.76
1625613661	-35.3631762	149.1651927	590.76
1625813581	-35.363176	149.1651927	590.76
1626013501	-35.3631759	149.1651927	590.76
1626213421	-35.3631758	149.1651925	590.76
1626413341	-35.3631756	149.1651924	590.76
1626613261	-35.3631755	149.1651924	590.76
1626813181	-35.3631754	149.1651923	590.75
1627013934	-35.3631754	149.1651923	590.75
1627213854	-35.3631754	149.1651923	590.75
1627413774	-35.3631754	149.1651923	590.75
1627613694	-35.3631754	149.1651923	590.75
1627813614	-35.3631755	149.1651924	590.75
1628013534	-35.3631755	149.1651924	590.75
1628213454	-35.3631755	149.1651924	590.75
1628413374	-35.3631756	149.1651924	590.75
1628613294	-35.3631756	149.1651925	590.75
1628813214	-35.3631756	149.1651925	590.75
1629013967	-35.3631758	149.1651925	590.75
1629213887	-35.3631758	149.1651925	590.75
1629413807	-35.3631758	149.1651925	590.75
1629613727	-35.3631758	149.1651925	590.75
1629813647	-35.3631758	149.1651925	590.75
1630013567	-35.3631758	149.1651925	590.75
1630213487	-35.3631758	149.1651925	590.75
1630413407	-35.3631758	149.1651925	590.75
1630613327	-35.3631758	149.1651925	590.73
1630813247	-35.3631758	149.1651925	590.73
1631013167	-35.3631758	149.1651925	590.73
1631213920	-35.3631758	149.1651925	590.73
1631413840	-35.3631759	149.1651925	590.73
1631613760	-35.363176	149.1651925	590.73
1631813680	-35.3631766	149.1651925	590.73
1632013600	-35.3631774	149.1651924	590.73
1632213520	-35.3631786	149.1651923	590.73
1632413440	-35.3631802	149.1651923	590.73
1632613360	-35.363182	149.1651922	590.73
1632813280	-35.3631844	149.1651919	590.73
1633013200	-35.3631868	149.1651918	590.73
1633213953	-35.3631898	149.1651915	590.73
1633413873	-35.3631929	149.1651914	590.73
1633613793	-35.3631965	149.1651913	590.73
1633813713	-35.3632004	149.1651913	590.73
1634013633	-35.3632046	149.1651911	590.73
1634213553	-35.3632093	149.1651909	590.73
1634413473	-35.3632142	149.1651908	590.73
1634613393	-35.3632194	149.1651904	590.73
1634813313	-35.3632251	149.1651901	590.72
1635013233	-35.3632308	149.1651898	590.72
1635213986	-35.3632369	149.1651894	590.72
1635413906	-35.3632433	149.165189	590.72
1635613826	-35.3632496	149.1651885	590.72
1635813746	-35.3632561	149.165188	590.72
1636013666	-35.3632625	149.1651872	590.73
1636213586	-35.363269	149.1651865	590.73
1636413506	-35.3632756	149.1651858	590.73
1636613426	-35.3632818	149.1651851	590.73
1636813346	-35.3632881	149.1651843	590.73
1637013266	-35.3632941	149.1651837	590.73
1637213186	-35.3633	149.1651829	590.73
1637413939	-35.3633055	149.1651823	590.73
1637613859	-35.3633108	149.1651817	590.73
1637813779	-35.3633155	149.1651813	590.73
1638013699	-35.36332	149.1651808	590.73
1638213619	-35.3633238	149.1651804	590.73
1638413539	-35.3633273	149.1651801	590.75
1638613459	-35.3633302	149.1651799	590.75
1638813379	-35.3633324	149.1651798	590.75
1639013299	-35.363334	149.1651798	590.73
1639213219	-35.3633352	149.1651796	590.73
1639413972	-35.3633358	149.1651798	590.73
1639613892	-35.3633361	149.1651798	590.73
1639813812	-35.363336	149.1651798	590.73
1640013732	-35.3633358	149.1651799	590.73
1640213652	-35.3633353	149.16518	590.73
1640413572	-35.3633348	149.16518	590.73
1640613492	-35.3633343	149.1651801	590.73
1640813412	-35.3633339	149.1651803	590.73
1641013332	-35.3633334	149.1651803	590.73
1641213252	-35.363333	149.1651803	590.73
1641413172	-35.3633328	149.1651803	590.73
1641613925	-35.3633327	149.1651803	590.73
1641813845	-35.3633327	149.1651803	590.73
1642013765	-35.3633327	149.1651803	590.73
1642213685	-35.3633328	149.1651803	590.73
1642413605	-35.363333	149.1651801	590.75
1642613525	-35.3633333	149.1651801	590.75
1642813445	-35.3633335	149.16518	590.75
1643013365	-35.3633339	149.16518	590.75
1643213285	-35.363334	149.1651799	590.75
1643413205	-35.3633343	149.1651799	590.75
1643613958	-35.3633346	149.1651799	590.75
1643813878	-35.3633347	149.1651799	590.76
1644013798	-35.3633348	149.1651799	590.76
1644213718	-35.3633347	149.16518	590.76
1644413638	-35.3633345	149.1651803	590.76
1644613558	-35.363334	149.1651808	590.76
1644813478	-35.363333	149.1651813	590.76
1645013398	-35.3633318	149.1651822	590.76
1645213318	-35.3633303	149.1651832	590.76
1645413238	-35.3633285	149.1651842	590.76
1645613991	-35.3633264	149.1651856	590.76
1645813911	-35.363324	149.1651872	590.76
1646013831	-35.3633212	149.1651889	590.76
1646213751	-35.3633182	149.1651906	590.76
1646413671	-35.3633148	149.1651927	590.76
1646613591	-35.3633111	149.1651947	590.76
1646813511	-35.3633072	149.1651971	590.76
1647013431	-35.3633031	149.1651996	590.76
1647213351	-35.3632988	149.1652023	590.76
1647413271	-35.3632944	149.1652052	590.76
1647613191	-35.3632899	149.1652081	590.76
1647813944	-35.3632855	149.1652109	590.76
1648013864	-35.3632812	149.1652138	590.76
1648213784	-35.3632771	149.1652165	590.76
1648413704	-35.3632732	149.1652192	590.76
1648613624	-35.3632696	149.1652219	590.75
1648813544	-35.3632665	149.1652241	590.75
1649013464	-35.3632636	149.1652263	590.75
1649213384	-35.3632613	149.1652281	590.75
1649413304	-35.3632595	149.1652294	590.75
1649613224	-35.3632582	149.1652305	590.75
1649813977	-35.3632574	149.1652311	590.75
1650013897	-35.363257	149.1652316	590.75
1650213817	-35.3632569	149.1652318	590.75
1650413737	-35.363257	149.1652317	590.75
1650613657	-35.3632574	149.1652316	590.75
1650813577	-35.3632579	149.1652313	590.73
